"tweet","sentiment"
". @mention in my headphones, first Slurpee of 2011, 80 degrees and sunny. So far. Amazing afternoon.",3
"Outside is madddd nice. Dis dat shoppin weather",3
"RT @mention: This weather is gonna fucking kill me",1
"Damn gotta go to work in this crzy weather",1
"07:39:27 |Temp: 62.8 deg F. | Dew Point 60.7 | Rain today: 0.00 inches | Wind: 0.0 mph from the W, Gusting to 0.0 | Heat Index 62.8 |#GAWX",2
"#WEATHER:  1:51 pm : 78.0F. Feels F. 29.84% Humidity. 8.1MPH South Wind.",2
"Storm Prediction Center handing over control to Air Force as Norman, OK is under a #Tornado Emergency.",2
"So sick of this rain and cold shitty weather. It's may. This is the time that the flowers should be blooming, not drowning.",1
"Frost develops tonight under clear skies, low 36.  Sunny & pleasant for tomorrow, high 65.  Frost pops up again tomorrow night, low 35.",2
"RT @mention: It's pretty cold out here. Not cool",1
"Y looky here...da window is open 6 inches! It finally getting warmer outside..maybe 60 degrees now..IT""S ABOUT TIME! #whereisspring?",3
"i like really wana know whats going on with all this crazy weather #isthishowimgonnadie",1
"#WEATHER:  10:53 pm: 53.0F. Feels F. 30.09% Humidity. 0.0MPH North Wind.",2
"Severe Weather Statement issued May 20 at 5:30PM CDT expiring May 20 at 5:45PM CDT by NWS Houston - Galveston... {link}",2
"Its really hot in marylandplease send snow",1
"Its tooooo hot out! :/",1
"SPC Severe Thunderstorm Watch 294 {link}",2
"Deltona, FL: Dry @ 1:00 PM, Temp: 80.8&#xB0;F, Hum: 45 pct, Baro: 30.170 .in and Steady, Wind: NE @ 6.7 mph, Rain: 0.000 in..",2
"To Damn sunny outside!!",1
"So you know how we moved to CA and I thought it was going to be sunny and hot and lovely all the time? It's not getting over 70 for 10 days.",1
"Continued damp and drizzly this morning with chilly temps in the 40's. -tj {link}",2
"Two days ago it was in the seventies. Now it's 45 degrees outside and cloudy. I get Denver weather is bipolar, but my God, give us a break.",1
"We are here in storm washed North Texas enjoying lightening shows & rain showers every night lately, and wildflowers by day.  Yea, Texas!",3
"Holy shittt its freezing out!",1
"Feeling very thoughtful today. Quite happy and calm. End of uni, sunny, wild wind. Good hair day. All the right ingredients.",3
"Child portrait session tomorrow, bridals on Saturday and good weather all weekend. :)",3
"@mention really? crikey! I wish I was up there with you! its dinsconcertingly sunny down here. I await the apocalypse.",1
"Blowing cold air outside when it was cold and say ""aye look I'm smoking"".. #childhoodmemories.",3
"This weather is making me sleepy -__-",2
"Welp, I'm not gonna do so great today. Can't find my steps, sore as hell, and it's windy.",1
"Quiet rainy day. ie perfect. (@ The Summit) {link}",3
"wow. and i was gonna go for a run... screw this weather",1
"@mention that sounds like fun...was watching basketball earlier...going out to enjoy the weather",3
"these #thunderstorms are getting olddd",1
"Gonna be a rainy, lazy day. Yippeeeeeee!!!!",3
"Sunny day. Spring is here. New amazing baby kitten. Run was incredible yesterday. There is so much love and joy in my life. :) #bliss",3
"BL: Mostly Cloudy and Windy and 58 F at Salt Lake City International, UT Winds are Northwest at 27.6 MPH (24 KT). The p {link}",2
"Ten minutes for the opening faceoff to begin the RMLC semi finals on a gorgeous sunny day at Mesa state college. Stay tuned for a great game",3
"dear may, its supposed to be sunny&warm not cold and rainy for a week...#donewiththisweather",1
"#WEATHER: 10:52 pm : 67.0F. Feels F. 29.94% Humidity. 5.8MPH South Wind.",2
"Today was the first day I've been outside since Mother's Day. And it will be the last.. Its hot af.",1
"I welcome this sunny Monday with open arms (and a cup of coffee).",3
"Was at #HemisfairPark with @mention for the #fundraiser that no one showed up to. {link} Its ok I blame the hot weather",1
"My weather widget says it's 85 degrees. Seems perfect for a 10k in Los Ranchos. I love the running scene in this city. Let's go!",3
"Casper Mountain has a fresh coat of snow this morning. {link}",2
"Had a good ride thru the city when the weather gets nice its a wrap",3
"#WEATHER: 2:51 am E: 48.0F. Feels F. 30.26% Humidity. 3.5MPH Variable Wind.",2
"Cold and rainy here in Boston, Wish I was in ATL with the #Krewe",1
"Perfect #weather in downtown #sacramento for a bicycle race!",3
"This is perfect weather!!!!!!",3
"I swear its too fuckin hot outside!!!!!!",1
"Severe Thunderstorm Watch until 11:00 PM Sunday Cancelled for Avery-NC County. {link}",2
"I see sunshine for the first time in 3 days!",3
"a new listing perfect for a sunny spring day! Nestled by helloniccoco {link} via @mention",3
"has a clean car for an awesome rainy weekend.",3
"Finally got a night of great sleep and the weather is gorgeous #lifeisgood",3
"Driving home in this storm omg I cant see!!!",1
"Rainy runs are the best",3
"Police urge caution as warmer weather brings more motorcyclists out on roadways - The Republic {link}",2
"@mention GRAND OPENING IN EXACTLY 1 HOUR! :) Better start heading over to Green Valley Ranch! Weather is perfect! {link}",3
"This weather makes me want to lay out in the sun and read all day long.",3
"love being all snuggled in bed, watching blood diamond and listening to the thunderstorm",3
"#WEATHER:  12:53 pm: 51.0F. Feels 47F. 29.74% Humidity. 11.5MPH Southeast Wind.",2
"@mention how's the weather there?",2
"#WEATHER:  6:51 am : 53.0F. Feels F. 30.05% Humidity. 0.0MPH North Wind.",2
"fffuuu - x -' it's all this hot-to-cold weather/working everyday on end that's catching up to my body.",1
"#Tornado reported in Irving, #Texas. #Dallas metro is in the direct path of this storm! **SEEK SHELTER DOWNTOWN DALLAS** #TXWX",2
"Outside in dis hot ass weather in dis hot ass uniform workn for Uncle Sam RT @mention: @mention #WutItDew aint (cont) {link}",1
"RT @mention: Weather is great to sit on the patio drink some cold beers and enjoy a couple of live bands that we have set up...  ...",3
"Umm jealous!! RT @mention: Just checked the weather for Mexico..85 and sunny EVERYday :)",3
"Happy Friday Everyone!!!!! Hope you all are planning a wonderful Sunny Weekend!!! What are your plans????",3
"Outside: 65.2 F, Humidity: 25%, Wind: (25) 7 mph, Press: 30.01"", Rain: 0.00",2
"BULLETIN - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE LINCOLN IL 612 PM CDT FRI MAY 13 2011  THE NA",2
"Thanks @mention @mention! The weather was PERFECT! :)",3
"@mention going to be rainy here all week.",2
"Severe Th'Storm Warning: Livingston, Crittenden {link}",2
"#WEATHER:  11:52 pm: 48.0F. Feels 45F. 30.10% Humidity. 5.8MPH North Wind.",2
"Yooo wtf is up wit this weather...!",1
"80 degrees at 9 in the morning. Alaska sounds nice",3
"The weather here in burque is cold!!! Texas was warm then NM state lines freezing. Burque ta tan frio!! Houston (cont) {link}",1
"Weekend weather news; Sun, Winterhawks, Timbers-Sounders; Oregon weather forecast {link} #RCTID #timbers",2
"RT @mention: Wish the weather we had 2day was the weather for 2morrow",3
"Hot outside damn",1
"It Isn't so much the heat as it is the gosh darn humidity",1
"#WEATHER: 10:52 pm : 50.0F. Feels F. 30.04% Humidity. 0.0MPH North Wind.",2
"BULLETIN - EAS ACTIVATION REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE ABERDEEN SD 843 PM CDT SUN MAY 8 2011  THE NATIONA",2
"Ding Dong! Hello everyone have a good sunny Saturday 8-)",3
"The sunshine is beautiful!!!  #wmiwx",3
"It is 84 degrees in my house but I am standing firm. It will cool off tonight.",2
"Thunder, severe weather warning. Wouldn't be a Triathlon without it #Florida #70.3",2
"I'm not going to lie, kind of jealous #bsugraduation was moved inside this year, it was cold as hell last yr & windy & cloudy.",1
"11:11-Sky:  overcast|Vis: 10mi -Temp: 59.9F-Hum: 81.0 %-Pres: 29.59""-24Hr Rain: 1.06""-Winds: NNE 2.2 MPH-Windchill: 59.9F #cltwx",2
"Is it hot enough in Atlanta for you today? 90 degrees and I LOVE IT! Reminds me of home, just call me the CaliPeach #Atlanta #hotgirl",3
"Its freezin out here",1
"Does it get any better then this? I'm loving it! Can't wait until this weather stays forever! Come get some Wildness and visit our Patio!!",3
"My sister is freezing. Its nice down here -.-",3
"Perfect weather in DC. Stunning day with flowers, green grass, blue sky. Can we hold the earth's orbit for a few more weeks of spring?",3
"Hope this weather stays nice so I can BBQ some Chicken.",3
"#WEATHER: 11:52 pm : 51.0F. Feels F. 30.13% Humidity. 0.0MPH North Wind.",2
"(w.bug) Forecast for Tonight:  							 								Showers with a chance of thunderstorms. Lows in the lower 60s. Southeast winds 5 to 10...",2
"Man it is too hot to be sitting outside at a graduation. But Congrats yall...",1
"Its fucking cold outside wth!!! -__-",1
"@mention it's fineee it was really shitty weather to be playing in",1
"Isolated thunderstorms this afternoon, high 76 (24 C).  Low  61 (16 C) tonight.",2
"#United States #Wisconsin #Wisconsin Dells #James TownPlanting continues to be delayed by cool and wet weather - WEAU-TV 13",2
"The weather must also not like finals - yesterday was beautiful. Today is windy and yucky. #finalsweek",1
"Oklahoma Weather: ...HOT DRY AND WINDY CONDITIONS EXPECTED SUNDAY... ...FIRE WEATHER WATCH REMAINS IN EFFECT FRO... {link}",2
"**SEVERE THUNDERSTORM WATCH UNTIL 11PM TONIGHT**The NWS has issued a Severe Thundersorm Watch for our area until... {link}",2
"Gorgeous weather out here!",3
"A couple of days ago it was 85 degrees, now it's 55. smh",1
"Hey twitta world its been the most beautiful day here in washington its just sunny & brezzy Im justa lovin it  :)",3
"Jam-packed day, but it is so nice to spend time with my friends and colleagues here in Columbus! Just wish the weather was better.",1
"RT: @mention: I love rainy days.",3
"#WEATHER:  4:53 pm : 84.0F. Feels F. 29.91% Humidity. 9.2MPH Southwest Wind.",2
"Getting ready to go for a walk w marty n diesel dog!  Gotta enjoy this weather!",3
"The weather is awesome in AZ today. :D",3
"@mention lucky I'm freezing over here :(",1
"Shitty weather all week smh",1
"@mention leave work already so we can enjoy this weather!",3
"@mention the weather is depressing too",1
"RT @mention: Just landed in Seattle. Wow! When this city is sunny, it's just stunning.  {link}",3
"this Socal weather sucks....its been low 60s for weeks now! when is it going to finally warm up so i can wearing my summer wardrobe??",1
"Ew.  It sounds cold outside.",1
"Going to bed. I hope @mention has a great show in Indonesia, and @mention is enjoying the LA weather. I need a life in music. (:",3
"Who else is excited for this storm? Bring on the tornadoes.",3
"This weather always has my nose stuffed :(",1
"Another cold, rainy day...yay",3
"Its looks so nice out today... Hope it's warm enough to show sum skin ;)",3
"Damn this humidity.....bad hair day",1
"Today! Outdoor show in Corning, New York in the Gaffer District town square. 1:30-3:30pm...nice weather expected!! &lt;3",3
"#WEATHER:  4:54 pm : 52.0F. Feels 45F. 29.80% Humidity. 26.5MPH Northwest Wind.",2
"Crazy storm pt 2",1
"RT @mention: Wow. RT @mention: USABreakingNews has confirmed with 3 trained storm spotters: Tornado on the ground and heading to ...",2
"A little bit of yoga and then I am off for a big walk. I have been waiting for a nice sunny day.",3
"I'm getting a cold.. This weather mixed with allergies = no bueno",1
"I was hoping to tan today... but nope. It's cold, cloudy, and windy out. Mother Nature hates my guts.",1
"Back to the grind. At least it's nice enough to be skirt weather today!",3
"It was just a great day. The weather was awesome. I had to go out. I was callin everybody. Lol",3
"Weather Forecast: Tonight: Scattered showers developing. Low:53 Tomorrow: Mostly cloudy. Spot t-shower. High:70 Sat Night: Dry/cool. Low:52",2
"Sunny, breezy day for Billings region {link}",2
"It's gonna be a warm one today. It's hot out here.",2
"Franklin County: Severe Thunderstorm Warning issued May 23 at 4:57AM EDT expiring May 23 at 5:30AM EDT by... {link} #cjalert",2
"It's so hot and humid out you'd think we were Missoura! I sure could go for a dip in the river today...",1
"so happy it's hot out again",3
"Isolated rain and snow showers moving south of Reno-Sparks. Expecting snow accum to melt very quickly today. High 53/Low 36.",2
"Rainy days I'm always tired.",1
"Saturday morning, the weather so warm. Me love it!",3
"Its a rainy day n miami......uuuuggggghhhhh.com ( n my Tamar voice from da Braxtons)",1
"@mention Stormy weather NOT DONE YET. Stay on your toes, flooding conditions persist.",2
"@mention   i just assumed cus it is sunny....what time do you usually leave cus i usually leave at like 8:15",2
"@mention @mention @mention I'm daydreaming of a sunny day in our future backyard...It's gonna be AMAZING!!",3
"This stupid windy weather pisses me off.",1
"Severe Thunderstorm Warning for Camden County until 7:45pm CDT.",2
"MY: Partly Cloudy and Windy and 77 F at Salt Lake City International, UT Winds are from the South at 27.6 gusting to 36 {link}",2
"Bout to play some golf on this beautiful sunny colorado day :)",3
"Enjoying the sunshine!! Lovin' our fantastic weather this weekend!! #praisetheLORDeverybody :)",3
"Cute dresses for the summer coming soon as the weather gets good. I got my fingers crossed!",3
"Its sunny in Seattle?! WOWzers lol . Woohoo",3
"READ THE LINK I POSTED RT @mention Okay, does anyone ACTUALLY know when the storm will hit? I've heard 3:00, 4:00, 6:00, 8:00...",2
"Trying 2 get motivated in this weather is tough. *counts to 10*",1
"With rain in global weather forecasts,  wheat traded red today.  WN (23 1/2)   #wheat",2
"Snow & more snow, yuk!",1
"And in light of our last retweet, be sure to come to the Lancaster Farmers Market tomorrow morning! Perfect weather for an outdoor market!",3
"#weather Arvada, Colorado Weather :: 66F MOSTLY CLOUDY AND BREEZY {link}",2
"Its hot as fuck ! Outside *turns air on in car* fuck 4$ gas ...",1
"People wanna stay at home and enjoy the cold awesome weather but I have no choice but to go out :(",3
"At jazz fest :) I wish it was sunny.",1
"@mention Luckyy ;D itss really sunny over theree&lt; 3",3
"Perfect weather 4 those who luv trees.",3
"#WEATHER: 6:53 pm C: 89.0F. Feels F. 29.69% Humidity. 20.7MPH Southeast Wind.",2
"@mention wonder if he stayed for the whole thing....weather was awful",1
"RT @mention #OAN the weather is beautiful, the scenery is beautiful and life is great!!! #blessed A Men ;-)",3
"Man its hot out chea!!",1
"Severe Thunderstorm Warning for Pulaski and Wayne is canceled. NO active warnings at this time. Will continue to monitor.",2
"The weather is so nice this morning...too bad I'll be sleeping thru it...",3
"#weather Forecast for Sunday Night {link}",2
"@mention: Just woke up to a stunning, sunny day. Am I dead? // No. You woke up in Ann Arbor, where it's always Maize and Blue",3
"Wide awake sans alarm (love it when that happens). I peer out window hoping to see some Mtl sunshine. Guess, I'll just have to create my own",1
"RT @mention: Yay its raining!! ...the perfect weather to have a threesome... Me, pillow & blanket bout to get DOWN... #DoNotDisturb",3
"#WEATHER:  10:56 am: 64.0F. Feels F. 30.04% Humidity. 0.0MPH North Wind.",2
"Morning wx briefing...Partly cloudy, 80 today.  Showers and storms on the way.  {link} -Mike LaPoint",2
"RT @mention: Severe thunderstorm warning issued for much of Maryland - Baltimore Sun {link}",2
"Houston weather today: Mostly cloudy, 20% chance of morning rain, 30% in afternoon. Highs in upper 80s. {link} #hounews",2
"Its cold outside now wat is up w/ this weather",1
"I'm tired of dis bi-polar ass weather!",1
"Today&#039;s weather, Sunny with a high of 70&deg;F. Tomorrow, Partly Cloudy with a high of 71&deg;F. {link} #weather",2
"Today is a perfect day... Sunny with a breeze.. Gonna make some beats, dinner with the fam, then gym with the homie",3
"Okla. weather update..the tornado watch continues for now..storms have not fired along the dryline and warm front.looking less likely today",2
"RT @mention: Bettes and @mention heading south of Stillwater, Okla. to intercept the storm RT @mention: Where's-Bettes ...",2
"The weather is going to be PERFECT to get out and boat this weekend!",3
"Special Weather Statement issued May 13 at 6:42PM EDT expiring May 13 at 9:45PM EDT by NWS Buffalo {link}... {link}",2
"#WEATHER: 4:51 am M: 71.0F. Feels F. 29.74% Humidity. 9.2MPH Southeast Wind.",2
"Just landed in beautiful Salt Lake City, UT. 40 degrees colder than KC. #nosweat",3
"SEVERE THUNDERSTORM WATCH now in effect for Scotland and Robeson Counties until 1 AM.",2
"Dang, my landlord hasn't fixed the internet & now the storm is messing w/ the direct tv. What's a girl to do?!",1
"RT @mention: You know we love this weather: call in your tea & we will bring it out to you! No really. Do it!  418.4333",3
"It is gorgeous, sunny and warm outside and I'm about to go sit my butt in a freezing hockey rink for a couple hours. #whatwasIthinking",3
"RT @mention: It's BUCKETING down in Melbourne and 13.6 degrees #MelbWeather",2
"@mention this is just the best weather EVER! ;)",3
"Its a Happy Sabbath the weather is gorgeous in Brooklyn FINALLY!!!",3
"#WEATHER:  2:18 pm : 71.8F. Feels F. % Humidity. 5.8MPH West Wind.",2
"Wow what a day, it went from 83 degrees down to 44 degrees with rain.",2
"Nice day!!! Leaving in about 45 min...gonna enjoy this weather with some yummy n strong sangria I made!",3
"Come join us on the patio while the weather is magical!! Or come later because we do not have a cover tonight!!... {link}",3
"Good thing it's not cold or rainy!",3
"RT @mention: This NYC weather feels like a wonderful stroll through a lovely chapter of a Woody Allen movie.",3
"Weather Update: Drenching freezing rain.",2
"This weather is KILLING my photography business!!!!!!!!!!!!!",1
"#WEATHER: 7:53 pm E: 80.0F. Feels F. 29.98% Humidity. 8.1MPH Southeast Wind.",2
"@mention I swear, our weather patterns have switched. Come take our over-excessive rain, I miss the warm sun.",1
"Its freezing here TAKE ME BAK TO MIAMIIIIII",1
"So this morning was perfect weather, sunny & blue skies. Now it's raining -_-",1
"RT @mention: I swear my mood is directly related to the weather. Yayyy warmth :)",3
"RT @mention: I have had 6 popsicles today... Think I'm addicted/// shyt if u bn outside 2day prolly dehydrated its hot AF lol",1
"@mention it's so much easier to just enjoy rather than complain right! Happy rainy Sunday!",3
"so i got this project (plants) sittin outside and a squirrel knocks it over so i replant it. THEN it storms and gets cold and my shit dies!!",1
"weather.com update:  Current Weather Conditions In Las Vegas, NV (89119) {link}",2
"She would make me walk the day it's fuckin' sunny. -___-",1
"does anyone else find the clouds today mildly disturbing? If this were tornado country, I'd suggest a storm was a comin'.",1
"RT @mention: RT @mention Cheers to a AWESOME weekend coming UP! Good weather Good Moods!",3
"#WEATHER:  7:51 am : 57.0F. Feels F. 29.80% Humidity. 0.0MPH North Wind.",2
"@mention If the weather holds up, I'll be down there! What specials for ticket holders?",3
"RT @mention: Just found out we are continuing live coverage with active storms in the plains! Mike Bettes and #tornadohunt are hot  ...",2
"34 degrees? Gosh, kill me.",1
"Frank Sinatra playing good food good weather. All we need is tree.",3
"Thinking bout planning a pool party . But this weather is so unpredictable !",2
"Sunny day on campus, cooler than the average May day.  Construction begins on Farrell Hall, and Commencement tent will be coming down soon.",2
"Drinking in the middle of the street in downtown St. Pete wit 80* weather it gets no better #floridalife",3
"My mom is making me sit in the mall with her & wait to see if the storm stops in the next like 5 minutes..#notlikely",2
"Greensburg PA:Comfortable overcast, 70.3&#xB0;F, 100&#x25;, 0.0 mph-SE, 29.521 inches(Falling), Rain 0.197 in. [Alert Special Weather Sta",2
"New event. Fire Weather Warning from 5/8/2011 12:00 PM to 7:00 PM MST for Pima County. More inf... Read more at {link}",2
"Man we had a cold ass winter, a rainy ass spring......... This summer abt to be hot ass hell",1
"Beautiful Las Vegas weather today! Perfect for one of the most moving experiences of the year- Baptism Celebration! {link}",3
"Another beautiful sunny day!!! :) Putting away my winter clothes & bringing out my summer. But, omg, body not ready for it yet. lol",3
"Severe Thunderstorm Watch for portions of the area in KS until 10:00pm CDT. #kswx",2
"Sunshine and blue skies! What a great way to start a day! Plus knowing that we are open extended hours today... {link}",3
"I know others are dealing with far worse storm damage and shouldn't complain but I've only had my car 24hrs so I'm sad to see hail.",1
"Game was cxl'd b/c of the weather",2
"Severe Thunderstorm Warning for Mississippi County in AR until 5:00pm CDT. Turn To Local Radio/TV For Updates #ARWX",2
"had great time with the girls and friends getting stormed on... worst FL storm I have been in - the girls loved it",3
"NEW ZEALAND UPDATE LIVE WEATHER {link} -",2
"#NMFire #NMwx Fire Weather Watch issued May 06 at 3:18PM MDT expiring May 09 at 10:00PM MDT by NWS Albuquerque... {link}",2
"Weather in the 50's wasn't what I was expecting from California... It is freezing balls.",1
"#WEATHER: 9:54 am H: 74.7F. Feels F. % Humidity. 8.0MPH Northeast Wind.",2
"It is kind-of hot outside today.",2
"Severe T'storm Warning for E San Saba until 4:15pm. Quarter-size hail possible. #txwx NP",2
"Loving the ""warm enough for windows down but no need for air conditioning"" weather",3
"Aight, I'm in the VA and the weather ain't lookn good!",1
"new englanders showin their true colors when the weather is shit.",1
"Rainy Days {link}",2
"#WEATHER:  6:52 am : 50.0F. Feels 48F. 30.10% Humidity. 5.8MPH North Wind.",2
"Looks like a windy weekend again, surely there will be a glassy bay early one morning",2
"RT @mention: It was 87 yday now its cold as shit...... That bipolar Memphis weather",1
"Rainy day home alone with the dog, my nook, TV, & pajamas. What a deliciously lazy, selfish, relaxing day.",3
"Severe thunderstorm watch for Kauai until 9:00 pm . Be on the lookout for threatening weather conditions. #Hawaii #hiwx #wxreport",2
"Last 'long' run done before race day.  It was an awesome 10.5km easy run in great weather. Race day...pls give me a bit of this!!",3
"@mention my #morningpages are done finally. Huge storm last night set off my vertigo badly, so it took me a while :-( but they're done :-)",1
"Taking advantage of the beautiful weather, I took Sosha for a nice walk along the river!",3
"@mention #lifeisgreat When an IT MILF at work gets you off the hook with a catastrophic data loss that you caused! And its sunny!",3
"Such a beautiful sunny day for the rapture to be coming! #calmbeforethestorm",3
"Accuweather tells me to expect ""times of clouds and sun"" today in Seattle. That's a little more biblical-sounding than I like my weather.",2
"@mention the weather isn't going to be so great there, plus I won't be outside really haha",1
"@mention Are you still experiencing the issue after the storm passes? If so, just send us a DM so we can help get that fixed.  *KS",2
"RT LUCKY! It was great here till the storm hit 20 minutes ago. But still perfect temp. :) @mention: A perfect day on the lake!!!!",3
"State Colllege is beautiful this spring.  Lots of flowers, blossoms, greenery, and sunshine.  Appreciate all of this new life.",3
"This years Hick Day isn't looking too get weather-wise =\ I'm still attending",1
"I want to shave off all my hair cause the weather is just so damn hot. :(",1
"HOT AS HELL OUTSIDE!!!! *Tee-Tee*",1
"The Storm Prediction Center in Norman, Oklahoma has issued Severe Thunderstorm Watch #317 for Polk County,... {link}",2
"The weather in B-more is nice 65  and climbing.The sun is shinning bright",3
"Loving the perfect weather at the lake..",3
"If this fat man can't get warm there must be others freezing. Who else wishes they would turn the arctic blowers off? #voc",1
"Beautiful weather people take the advantage!!",3
"It is nastier down here in ""The SLC"" than it was back up in ""The Herb"".   Weather started snowing and raining on me when I hit Park City.",1
"RT @mention: Mon: Sctd rain, t-storm today - more off than on. Rain Tue and Wed MUCH More on than off. High near 65. Pls retweet #ct ...",2
"Wishing you a great day, full of sunshine and excitement!",3
"Shit its getting too hot in here I'm bout 2 pass out",1
"gotta love the weather in Michigan right now",3
"Walking the dog. Lovely evening but chilly.",3
"Severe Thunderstorm Warning issued May 22 at 4:33PM CDT expiring May 22 at 5:15PM CDT by NWS San Angelo... {link}",2
"Warmer Weather Coming: * A Nice Pleasant Evening* Warmer Tomorrow* Showers and Storms arrive Saturday Night ... {link}",2
"#WEATHER:  2:53 am : 48.0F. Feels F. 29.90% Humidity. 0.0MPH North Wind.",2
"...STRONG THUNDERSTORMS MOVING INTO **LOCATION**... AT 511 PM EDT...NATIONAL WEATHER SERVICE DOPPLER RADAR INDICATED ST {link}",2
"Why is it mid May and like fifteen degrees outside? #socold #slightlyexaggerated",1
"Yes, it is! RT @mention: I appreciate today - to see Sunshine and feel pleasant temperatures - it's a beautiful day.",3
"Game on! Komon vs. Kogo & Ebuya at Healthy Kidney 10-K in NYC. $45K to the winner for sub-27:42. Weather cool & cloudy. Times will be fast!",2
"It's hot as fuck outside.",1
"New event. Severe Thunderstorm Warning from 5/23/2011 8:39 PM to 9:30 PM CDT for Washington Cou... Read more at {link}",2
"RT @mention: Wildfires sparked around Fairbanks as weather warms; burn suspension in place: {link}",2
"The ABR NWS has issued a Svr T-Storm WARNING for central Marshall County, SD until 2030 [8:30 PM] CDT.  +Quarter sized hail  +60 mph winds",2
"I'm so tired of this. Just wave after wave of severe weather.",1
"Can someone tell me the weather plz..",2
"I'm not liking how this humidity makes my hair feel funny...",1
"Oklahoma Weather: THE NATIONAL WEATHER SERVICE IN TULSA HAS ISSUED A * SEVERE THUNDERSTORM WARNING FOR... NORTHE... {link}",2
"@mention oh wow!!! I just washed the hair...this is not the weather for all that...",1
"Yahoo! #weather(from TWC):Tucker, GA at 3:51 am EDT: 47F Fair Lo:50F Hi:72F*Yahoo! Weather {link}",2
"Scattered thunderstorms today, high 83 (28 C).",2
"Pics from yesterday's awesome #LynLake fest. For the 3rd straight year, weather was awesome! {link} #Uptown #MPLS",3
"MASN please stop talking about the sunny weather! its the same for the both teams!",2
"What a crappy/rainy day... Back to the burgh!  Great weekend with the parents, as usual =)",1
"On my way to Hollywood. Traffic is so beautiful so the weather",3
"Its all sunny out now, its gonna be drawlin rain later :/",1
"@mention The 2.5 days of spring-like weather we had was nice! #utah #weather",3
"Tornado Watch in effect for the entire Q103.1 listening area til 9pm tonight.  Severe weather expected late evening.",2
"This weather is retarded !",1
"7 mile bridge! Blue waters & sunny skies #KeyWest",2
"Sacramento alumni, enjoying the sunshine at mortons! #DrexelGNN  {link}",3
"Is the snow falling? - {link}",2
"Man its chilly at school, with all these trees and wind, its not helping lol",1
"Beautiful day at the ballpark.  We will try to bring this weather home with us!",3
"@mention Whats the weather like with you there mate? Floodgates have opened here, terry ential rain!",2
"RT @mention: {link} - This link has it all! Timing & location of storm threat today...including maps, videos & text.",2
"More numerous showers will move in from the WNW this afternoon as it turns windy & colder with temps falling into the 50s. #tristatewx",2
"It's soo hot out :o",1
"@mention Sun cream? Is it still hot where you are. I'm chilly today.",2
"@mention It's still going but it has settled down a bit....I love a thunderstorm on a hot summer night with the wind blowing in the windows",3
"WEATHER: Showers today with sunshine in between. Max17C. Showers dying out tonight. Min 8c. More cloud tomorrow but mostly dry. Max 17C MF",2
"BULLETIN - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE LITTLE ROCK AR 452 PM CDT WED MAY 25 2011  TH",2
"Oh hello, storm clouds. You weren't there a minute ago. #kansasweather",2
"RT @mention: I really don't understand this weather, at all.",1
"RT @mention: @mention lol what kind of weather? It's a beautiful 68 degrees in Louisiana right now! :)&lt; 40s n rain in columbus lol",3
"@mention @mention soooo stinkin jealous right now. Just got back from a class trip to Cardinal game. It was cold and rainy.& they win",1
"Freezing!",2
"I am freezing right now!",1
"Lisbon today.  Hot and sunny.  Shopping verses pool, pool won:-). Don't you just love cruising",3
"View a time lapsed video here of the Morris campus mall in action on the first few days of warmer weather in Morris. {link}",2
"WW 278 SEVERE TSTM TX 111520Z - 112300Z         URGENT - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM ... {link}",2
"#WEATHER:  8:56 pm : 71.0F. Feels F. 29.85% Humidity. 10.4MPH North Wind.",2
"Not wanting to walk outside because my perfectly coiffed hair is going to frizz up. Ugh, stupid weather.",1
"Please pray for my family in Oklahoma! Crazy weather down there!",1
"I hate rainy days when my house feels damp.",1
"Had 2 turn da seat warmer on its so cold out chea",1
"#WEATHER:  9:52 pm : 76.0F. Feels F. 29.70% Humidity. 17.3MPH Southeast Wind.",2
"Gardner WX 05/14/11 07:30 AM | 45F, 73&#x25; Humidity, Feels Like 45F | Alerts: NO CURRENT ADVISORIES | {link}",2
"Great Saturday! Sunshine! :D",3
"82.8F (Feels: 86.9F) - Humidity: 66% - Wind: 9.2mph ENE - Gust: 17.4mph - Pressure: 1007.9mb (-0.3)  #weather {link}",2
"DAMN IT'S COLD OUTSIDE, AND I HAD TO BE THE ONE TO PUT SHORTS ON",1
"Flood Watches are out for some of the state due to the fact that we will see inches of #rain this week. Coastal Flood Advisories at shore.",2
"Happy Welcome...Thursday!In celebration of this warmer weather, please enjoy this tropical Welcome picture... {link}",3
"RT @mention: Expect Blacksmith Fork River in Cache Co. to hit flood stage Saturday night, Nat'l Weather Service says. @mention #utflood",2
"RT @mention: RT @mention Great sleeping weather.",3
"@mention I'm doin great. Watchin some tv nd smokin out. It's been mid 90s here how hot does it get there?",2
"Just got to my moms, woahh it's hot out :O",1
"Severe Thunderstorm Warning for Nobles and Rock County in MN until 8:00pm CDT. #mnwx",2
"This cold weather shit is def for the birds",1
"M0ZIF QTH Weather 21:00 18.8&#xB0;C 62 pct 3.8 mph E {link}",2
